product_name,correct_category
กาวซีเมนต์กระเบื้องแก้วคอตโต้ บรรจุถุง 3 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
กระเบื้องโมเสค Process Prime รุ่น Grid 5 x 5 mm,กระเบื้องและเซรามิก
กระเบื้องเซรามิคตัดขอบ NATURAL Collection  ดีไซน์ บอสโค – อัลมอนด์ ขนาด 19.5 x 78.5 cm.,กระเบื้องและเซรามิก
ซุปเปอร์ชิลด์ สีรองพื้นปูนใหม่ 5 แกลลอน #0000,สีและเคมีภัณฑ์
ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไม่เจือและเกรนละเอียดด้วยการเชื่อมอาร์กโลหะด้วยมือ FAMILIARC LB-52 เส้นผ่านศูนย์กลาง 4.0x400 mm ขนาดบรรจุ 5 kg,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ BR01Scrat.บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 152.4 x 101.6 มิลลิเมตร ความหนา 4.78 - 9.52 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กเส้นข้ออ้อย HRB400 DB16 12M,ผลิตภัณฑ์เหล็ก
วัสดุตกแต่ง เอสซีจี รุ่น ซี-ชาแนล 22.3 ซม.,วัสดุผนังและฝ้า
โซไนต์ โมเสค 15x15 มม. คาราอิ สีลีฟกรีน,สีและเคมีภัณฑ์
เบเยอร์ คูล ไดมอนด์ ชิลด์ 7 ภายนอก เบส บี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
เหล็กข้ออ้อย ขนาด 30 มม. เกรด 400W,ผลิตภัณฑ์เหล็ก
"โซ่เหล็กมาตรฐานสากล เกรด 30 ขนาดมาตฐาน 1/4 นิ้ว x 141 ฟุต, บรรจุถังพลาสติกกลม",ผลิตภัณฑ์เหล็ก
ท่อกลมสังกะสี ขนาด 6 นิ้ว ความหนา 0.40 - 3.20 มิลลิเมตร,สีและเคมีภัณฑ์
สีน้ำซุปเปอร์ชิลด์ ชนิดกึ่งเงา เบส ดี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ SP01Worm บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ YE04Scrat. บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เทปยางบางปิดป้องกันฉนวน Protape 6 มิลลิเมตร,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
แผ่นผนังมัลติวอลล์ 15 มม. ตราช้าง,วัสดุผนังและฝ้า
แผ่นยิปซัมทนไฟ ตราช้าง ความหนา 15 มม. 1 ตารางเมตร,วัสดุผนังและฝ้า
ฉนวน ROCKWOOL รุ่นความหนาแน่น 110 kg/m3 ความหนา 100 mm.,ฉนวนกันความร้อน
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมเคลือบสี ขนาด 100 x 20 มิลลิเมตร ความหนา 1.60 - 2.30 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ท่อสี่เหลี่ยม ขนาด 150x150x15x100 cm HW 1166,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อกลม เคลือบสี,ผลิตภัณฑ์เหล็ก
กระเบื้องปูพื้น โสสุโก้ 20x20 ซม. NK1,กระเบื้องและเซรามิก
ทีโอเอ HVG ท็อปการ์ด โพลียูรีเทน 2K เงา ส่วนเอ 1 แกลลอน #7035,สีและเคมีภัณฑ์
กระเบื้องบุผนัง คอร์เดียล ไอวอรี่ ขนาด 8*10 นิ้ว,กระเบื้องและเซรามิก
โฟร์ซีซันส์ สีน้ำ ชนิดด้าน สำหรับภายนอก เบสเอ บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
เหล็กลวดคาร์บอนต่ำ ชั้นคุณภาพ SWRM8 ขนาด 7 mm.,ผลิตภัณฑ์เหล็ก
หลังคาไฟเบอร์กลาสโปร่งแสงท๊อปกลาส จีซี เอสพีเอฟ ไฮบริด 2400 จีเอสเอ็ม รูปลอน  3 ลอน  760,วัสดุมุงหลังคา
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GY03Worm บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ ไพรเมอร์ โปร 300 ขนาด 5 แกลลอน,วัสดุมุงหลังคา
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 210 ksc,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อินทรีเพชรพลัส (Big Bag),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 203.2 x 101.6 มิลลิเมตร ความหนา 4.78 - 9.52 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เสือ มอร์ตาร์ สกิมโคท ฉาบแต่งผิวเรียบเนียนพิเศษ สีขาว 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เทปยาง Aerotape 3 มิลลิเมตร,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์ผสม 199 ตราทีพีไอ (บรรจุถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กเส้นกลม RB6 SR24 ชนิดม้วน,ผลิตภัณฑ์เหล็ก
เบเยอร์ คูล ออล พลัส โปรเฟสชั่นนอล ภายนอก E-2200 ขนาด 5 แกลลอน,วัสดุมุงหลังคา
อินทรีมอร์ตาร์ 43 กาวซีเมนต์สำหรับปูกระเบื้องทับกระเบื้อง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือ เดคอร์ ปูนซีเมนต์ตกแต่งสำเร็จรูป งานกรวดล้าง สูตรอีซี่มิกซ์ (สีขาว),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กรางน้ำ (Low Tensile),ผลิตภัณฑ์เหล็ก
สีน้ำทีโอเอ ชิลด์ วัน นาโน ชนิดเนียน สำหรับภายนอกและภายใน เบส เอ บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
ดูราคลีน เอ พลัส สีน้ำ ด้าน ภายใน เบส 2.5 แกลลอน #000A,สีและเคมีภัณฑ์
เบเยอร์ คูล ไดมอนด์ ชิลด์ 15 ชนิดเนียน เบส ดี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
สีน้ำอะครีลิค เอ็กซ์ตร้าปาม  ชนิดกึ่งเงา เบส เอ บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ WH02Worm บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือกาวซีเมนต์เขียว ปูเซรามิค แกรนิตโต้ บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมเคลือบสี ขนาด 63.5 x 63.5 มิลลิเมตร ความหนา 3.58 - 6.35 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เสือ ซีเมนต์ ฉาบสูตรพิเศษ บรรจุถุง ขนาด 40 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สีน้ำภายนอก TOA SHIELD EXPERT #000C 5 แกลลอน,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 100 x 60 มิลลิเมตร ความหนา 2.50 - 6.30 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
7IN1 สีน้ำยืดหยุ่น เนียน ภายนอก เบส 10 ลิตร #000C,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 75 x 50 มิลลิเมตร ความหนา 2.00 - 5.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กลวดคาร์บอนสูง ชั้นคุณภาพ SWRH67A ขนาด 5.5 mm.,ผลิตภัณฑ์เหล็ก
แผ่นฉนวนสำเร็จรูป PIR รุ่น KST1100CS PIR ความหนา 50 mm,ฉนวนกันความร้อน
กาวซีเมนต์กระเบื้องแก้ว คอตโต้ สำหรับงานปูกระเบื้องแก้ว โมเสกแก้ว บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ คูล ออล พลัส ชนิดกึ่งเงา เบส B ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
โฟร์ซีซันส์ 5IN1 สีน้ำยืดหยุ่น ชนิดเนียน สำหรับภายนอก เบสดี บรรจุ 10 ลิตร,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 101.6 x 76.2 มิลลิเมตร ความหนา 3.96 - 7.92 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 90 x 45 มิลลิเมตร ความหนา 2.30 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
สีน้ำอะครีลิค เอ็กซ์ตร้าปาม ชนิดเนียน สำหรับทาภายใน เบส บี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
อินทรีมอร์ตาร์ 72 ปูนนอนชริ้งค์เกร้าท์ รับกำลังอัดสูง 25 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 125 x 40 มิลลิเมตร ความหนา 1.60 - 2.30 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ท่อกลมดำ ขนาด 3 1/2 นิ้ว ความหนา 1.20 - 5.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เสาเข็มคอนกรีตอัดแรง ตัวไอ (มาตรฐาน มอก.) I-400x400 มม. ประเภทมีหัวต่อและไม่มีหัวต่อ,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ท่อพีวีซี เสือ ระบบประปา-ระบายน้ำ-13.5 ปริมาตร 1 ลบ.ซม.,สุขภัณฑ์
เบเยอร์ชิลด์ ไพร์เมอร์ ขนาดบรรจุ 5 แกลลอน,วัสดุมุงหลังคา
อินทรีมอร์ตาร์ 12 ปูนซีเมนต์สำเร็จรูปสำหรับฉาบละเอียด แบบถุง 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สีน้ำภายใน TOA SHIELD EXPERT#000B 5 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ คูล ออล พลัส ชนิดกึ่งเงา เบส A ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
7IN1 สีน้ำยืดหยุ่น ชนิดเนียน สำหรับภายนอก เบสซี บรรจุ 10 ลิตร,สีและเคมีภัณฑ์
เบเยอร์ คูล ไดมอนด์ ชิลด์ 15 ชนิดเนียน SW-8800 (Super White) ขนาด 2.5 แกลลอน,วัสดุมุงหลังคา
สีน้ำภายนอก TOA SHIELD EXPERT#000C 5 แกลลอน,สีและเคมีภัณฑ์
อินทรีเพชรพลัส (ชนิดถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ดูราคลีน เอ พลัส สีน้ำ กึ่งเงา ภายใน เบส 2.5 แกลลอน #000D,สีและเคมีภัณฑ์
ท่อเหล็กแบนกัลวาไนซ์ 50 x 25 x 1.1 มม.,ผลิตภัณฑ์เหล็ก
เบเยอร์คูล ซุปเปอร์การ์ด  เบส เอ ขนาดบรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
หลังคาไฟเบอร์กลาสโปร่งแสง ท๊อปกลาส อัลติมา เจล 2400 จีเอสเอ็ม รูปลอน 5 ลอน 760,วัสดุมุงหลังคา
ท่อเหลี่ยมดำ ขนาด 32 x 32 มิลลิเมตร ความหนา 1.20 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 320 ksc ปริมาตร 1 m3,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GY03Worm บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ฉนวนใยแก้วแบบแผ่น PLN 4850,ฉนวนกันความร้อน
ทีโอเอ ชิลด์วัน นาโน สีน้ำ ชนิดกึ่งเงา สำหรับภายนอก เบสซี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
อิฐทนไฟ MS80AF 1 ตัน,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ท่อพีวีซี เอสซีจี ระบบสาธารณูปโภค-ประปาขนาดใหญ่ – กปภ ปริมาตร 1 ลบ.ซม.,สุขภัณฑ์
เบเยอร์ คูล ออล พลัส ชนิดกึ่งเงา เบส C ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ ซูเปอร์ ไฮ ชิลด์ โปรเฟสชันนัล ภายใน สีขาว # I-100 ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
ทีโอเอ HVG อีโพการ์ด อีนาเมล เงา ส่วนเอ 1 แกลลอน #1100,วัสดุมุงหลังคา
ซุปเปอร์ เมเทค สีน้ำ ด้าน ภายใน เบส 2.5 แกลลอน #000A,สีและเคมีภัณฑ์
เบเยอร์คูล รูฟ เพ้นท์ เฉดสีอ่อน ขนาดบรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
ข้อต่อตรงเกลียวในทองเหลือง-หนา ฟ้า 55,สุขภัณฑ์
"โซ่เหล็กมาตรฐานสากล เกรด 43 ขนาดมาตฐาน 3/8 นิ้ว x 63 ฟุต, บรรจุถังพลาสติกกลม",ผลิตภัณฑ์เหล็ก
โฟร์ซีซันส์ สีน้ำ ชนิดด้าน สำหรับภายใน เบสเอ บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
อิฐมวลเบาคิวคอน ชั้นคุณภาพ 4 ขนาดกว้าง 20 x ยาว 60 x หนา 7.5 – 25 เซนติเมตร,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ ออร์แกนิค แคร์ สีน้ำ เนียน ภายใน เบส 9 ลิตร #000A,สีและเคมีภัณฑ์
ท่อแบนดำ ขนาด 40 x 20 มิลลิเมตร ความหนา 1.20 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เบเยอร์ชิลด์ ทูอินวัน พลัส สีน้ำอะคริลิกผสมรองพื้นในตัว ทาภายนอกและภายใน ชนิดกึ่งเงา เบส A ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 65 x 65  มิลลิเมตร ความหนา 2.00 - 3.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 50 x 20 มิลลิเมตร ความหนา 1.60 - 3.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ทีโอเอ ชิลด์วัน นาโน สีน้ำ ด้าน ทาฝ้าเพดาน 5 แกลลอน #E777,สีและเคมีภัณฑ์
เหล็กลวดคาร์บอนสูง ชั้นคุณภาพ SWRH82A ขนาด 6.5 mm.,ผลิตภัณฑ์เหล็ก
ท่อเหล็กดำ กลม ต๊าปเกลียว ขนาด 1/2 - 6 นิ้ว,ผลิตภัณฑ์เหล็ก
สีน้ำอะครีลิค เอ็กซ์ตร้าปาม  ชนิดกึ่งเงา เบส บี บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
ฉนวนกันความร้อน Aeroflex HT หนา 16 มิลลิเมตร,ฉนวนกันความร้อน
เบเยอร์ คูล ไดมอนด์ ชิลด์ พลัส กึ่งเงา ภายนอก เบส ดี ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
ท่อกลมสังกะสี ขนาด 3/4 นิ้ว ความหนา 0.40 - 2.30 มิลลิเมตร,สีและเคมีภัณฑ์
เสือกาวยาแนว (สูตรใช้ White cement) สีฟ้าครามอ่อน บรรจุถุง,สีและเคมีภัณฑ์
อิฐทนไฟ SILIM65,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ฝ้า ดูร่าวันบอร์ด รุ่นขอบเรียบ 0.4 ซม.,วัสดุผนังและฝ้า
สีน้ำซุปเปอร์ชิลด์ ชนิดเนียน เบส ซี บรรจุ 9 ลิตร,สีและเคมีภัณฑ์
กระเบื้องหลังคาคอนกรีต ตราเพชร รุ่น CT เพชร,วัสดุมุงหลังคา
เบเยอร์ชิลด์ โฟโตคลีน เฉดสีอ่อน ขนาดบรรจุ 15 ลิตร,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมเคลือบสี ขนาด 80 x 60 มิลลิเมตร ความหนา 2.00 - 5.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ดูราคลีน เอ พลัส สีน้ำ ด้าน ทาฝ้าเพดาน เบส 2.5 แกลลอน #000A,สีและเคมีภัณฑ์
เหล็กข้ออ้อย DB16 SD40 (GB) ชนิดม้วน,ผลิตภัณฑ์เหล็ก
มอนทาเนียร์ ปูนซีเมนต์ขาวปอร์ตแลนด์ ส่งออก (ถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อินทรีเพชร (ชนิดผง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดแป๊บสี่เหลี่ยมจัตุรัส ขนาด 100x100 มม. X  หนา 1.55 มม.,ผลิตภัณฑ์เหล็ก
"ท่อเหล็กเหลี่ยมกัลวาไนซ์ 2""x2""x 1.00 - 3.20 มม.",ผลิตภัณฑ์เหล็ก
เบเยอร์ชิลด์ แอร์เฟรช โกลด์ ไอออน สีทาภายใน ชนิดเนียนด้าน ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
จระเข้ เอสอาร์ ซี เกร้าท์ ขนาด 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ กลิปตั้น สีเคลือบ เงา เบส 2.5 แกลลอน #000B,สีและเคมีภัณฑ์
ท่อเหล็กเคลือบสังกะสี ขนาด 5 นิ้ว ความหนา 3.40 - 9.52 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
กระเบื้องหลังคาคอนกรีตแผ่นเรียบ ดูร่าวัน,วัสดุมุงหลังคา
กระเบื้องเซรามิคตัดขอบ NATURAL Collection  ดีไซน์ ทิมเบอร์ – ทีค ขนาด 19.5 x 78.5 cm.,กระเบื้องและเซรามิก
ท่อเหล็กกล้าคาร์บอน ชนิดสี่เหลี่ยมผืนผ้า ขนาด 40 x 20 - 203.2 x 101.6 มม. ความหนา 1.60 - 12.50 มม.,ผลิตภัณฑ์เหล็ก
แผ่นพื้นคอนกรีตสำเร็จรูปชนิดรูกลวง ความหนา 8 เซนติเมตร เสริมลวดขนาด 5 มิลลิเมตร 8 เส้น,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
รั้วคอนกรีต เอสซีจี รุ่น คลาสสิคสมาร์ท (ทับหลังรั้ว),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ซุปเปอร์ไฮ-ชิลด์ ชนิดกึ่งเงา เบส D ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
ลวดเชื่อมเปลือยใช้เชื่อมเหล็กกล้าละมุนด้วยอาร์กโดยมีก๊าซปกคลุม FAMILIARC  MG -51T  เส้นผ่านศูนย์กลาง 1.2 มิลลิเมตร ขนาด 20 กิโลกรัม SPOOL PACK,ผลิตภัณฑ์เหล็ก
บอลวาล์ว-ฟ้า 80,สุขภัณฑ์
คานคอนกรีตสำเร็จรูป,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สกรูปลายสว่าน,อื่นๆ
C10047 สุขภัณฑ์ชิ้นเดียว  รุ่น พารากอน ซีรี่ส์,สุขภัณฑ์
เหล็กข้ออ้อย ขนาด 28 มม. เกรด SD50T,ผลิตภัณฑ์เหล็ก
เบเยอร์คูล ออล พลัส เบส เอ ขนาดบรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
กระเบื้องปูพื้น คอตโต้ 45x45 ซม. NKIE,กระเบื้องและเซรามิก
ทีโอเอ HVG ท็อปการ์ด โพลียูรีเทน 2K ส่วนบี 1/4 แกลลอน #0000,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีผิวเรียบ GY04  บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สีน้ำซุปเปอร์ชิลด์ ชนิดกึ่งเงา สีขาว บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
ตะแกรงไฟเบอร์เชื่อมติดเสริมคอนกรีตแบบข้ออ้อย (ตะแกรงเหล็กไวร์เมช) ขนาด 10 mm.,ผลิตภัณฑ์เหล็ก
"ท่อเหล็กแบนกัลวาไนซ์ 3""x1-1/2""x 1.00 - 3.20 มม.",ผลิตภัณฑ์เหล็ก
มอนทาเนียร์ ปูนซีเมนต์ขาวปอร์ตแลนด์ ส่งออก (ถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 90 x 50 มิลลิเมตร ความหนา 2.00 - 5.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
"ท่อเหล็กแบนกัลวาไนซ์ 4""x2""x 1.00 - 3.20 มม.",ผลิตภัณฑ์เหล็ก
อินทรีมอร์ตาร์ คาสท์ วอลล์ ปูนซีเมนต์สำเร็จรูปสำหรับหล่อผนัง 180 KSC 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กข้ออ้อย ขนาด 10 มม. เกรด SD40T,ผลิตภัณฑ์เหล็ก
เสือ มอร์ตาร์ ฉาบทั่วไป บรรจุถุง 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 210 ksc ปริมาตร 1 m3,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ SP02Scrat.บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อกลม ขนาด 1½ นิ้ว ความหนา 2.00 - 5.40 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
กาวซีเมนต์แพลทินัม ซีรีย์ สำหรับทับกระเบื้องเดิมและทนแรงสั่นสะเทือน บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ คูล ออล พลัส ภายใน เบส ดี ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
ทีโอเอ สีรองพื้นกันสนิม เรดออกไซด์ 5 แกลลอน #G1024,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 75 x 75 มิลลิเมตร ความหนา 1.60 - 6.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กเส้นข้ออ้อย SD50T DB20 12M,ผลิตภัณฑ์เหล็ก
เบเยอร์ซุปเปอร์ไฮ-ชิลด์ ชนิดด้าน สำหรับทาภายนอกและภายใน เบส C ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
ฉนวนยาง Aeroflex FO หนา 13 มิลลิเมตร,ฉนวนกันความร้อน
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น เหล็กตัวซีมีขอบ ขนาด 125 x 50 x 20 มิลลิเมตร ความหนา 2.30 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ซุปเปอร์เมเทค เอ็กซ์เปิร์ต สีน้ำ ชนิดด้าน สำหรับนอก ผสมรองพื้น เบสเอ บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ คูล ออล พลัส กึ่งเงา เบส บี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ ไพร์เมอร์ โปร 200 ขนาด 5 แกลลอน,วัสดุมุงหลังคา
เหล็กลวดคาร์บอนสูง ชั้นคุณภาพ SWRH82B ขนาด 8 mm.,ผลิตภัณฑ์เหล็ก
ฝ้า สมาร์ทบอร์ด เอสซีจี แมกซ์ รุ่น ระบายอากาศ-โพรเทคชั่น 0.4 ซม.,วัสดุผนังและฝ้า
ตะแกรงเหล็กกล้าเชื่อมติดเสริมคอนกรีตแบบลวดข้ออ้อย CDD (ตะแกรงเหล็กไวร์เมช) ขนาด 6.0 mm. ขนาดตาราง 20x20 cm.,ผลิตภัณฑ์เหล็ก
เบเยอร์ คูล ไดมอนด์ ชิลด์ 15 ชนิดเนียน เบส เอ ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
เหล็กเส้นข้ออ้อย HRB400 DB25 10M,ผลิตภัณฑ์เหล็ก
ผนังคอนกรีตมวลเบาแบบมีฟองอากาศ - อบไอน้ำ ชนิดเสริมเหล็ก หนา 10 cm,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อินทรีเพชร (ชนิดถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือ กาวซีเมนต์ชมพู ปูหินอ่อน หินแกรนิต 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กข้ออ้อย DB16 SD50 (T),ผลิตภัณฑ์เหล็ก
แผ่นกลาสบล็อค 12.7 มม. ตราช้าง,กระจก
ท่อกลมสังกะสี ขนาด 1/2 นิ้ว ความหนา 0.40 - 2.30 มิลลิเมตร,สีและเคมีภัณฑ์
ปูนทนน้ำทะเล เอสซีจี ขนาด 1000 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดแป๊บกลม ขนาด 41.3 มม. X  หนา 1.60 มม.,ผลิตภัณฑ์เหล็ก
สีน้ำภายใน TOA SHIELD EXPERT#000B 1 แกลลอน,สีและเคมีภัณฑ์
สีน้ำภายนอก TOA SHIELD EXPERT#000B 5 แกลลอน,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น เหล็กตัวซีมีขอบเคลือบสี ขนาด 75 x 45 x 15 มิลลิเมตร ความหนา 1.60 - 2.30 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
